X_id,ADDRESS,APPLICATION_FOR,BALLOTS_BLANK,BALLOTS_CAST,BALLOTS_DISTRIBUTED,BALLOTS_IN_FAVOUR,BALLOTS_NEEDED_TO_PROCEED,BALLOTS_NEEDED_TO_PROCEED_LBL,BALLOTS_OPPOSED,BALLOTS_RECEIVED_BY_VOTERS,BALLOTS_RETURNED_TO_SENDER,BALLOTS_SPOILED,CLOSE_DATE,DECLARATIONS_ADDED,FINAL_VOTER_COUNT,MORATORIUM_DATE,OPEN_DATE,PASS_RATE,PASS_RATE_LABEL,POLL_CD,POLL_ID,POLL_RESULT,POTENTIAL_VOTERS,RESPONSE_RATE_MET
781109,107 Lascelles Blvd,Front Yard Parking,0,31,50,28,13,25% of ballots received by voters,0,50,0,3,2015-12-02,0,50,2018-12-03,2015-11-02,17,50% + 1 of received ballots,FYP 2015-237,307,In Favour,58,Yes
781110,34 Humber Trl,Front Yard Parking,0,32,91,31,22,25% of ballots received by voters,0,87,4,1,2015-12-02,2,91,2018-12-03,2015-11-02,17,50% + 1 of received ballots,FYP 2015-238,308,In Favour,114,Yes
781111,48 Laws St,Front Yard Parking,0,44,146,26,33,25% of ballots received by voters,10,132,14,8,2015-12-05,0,146,2018-12-06,2015-11-05,23,50% + 1 of received ballots,FYP 2015-239,309,In Favour,186,Yes
781112,39 Roslin Ave,Appeal - Front Yard Parking,0,36,60,25,14,25% of ballots received by voters,3,54,6,8,2015-12-02,0,60,2018-12-03,2015-11-02,19,50% + 1 of received ballots,FYPA 2015-240,310,In Favour,75,Yes
781113,,Traffic Calming,0,360,1312,194,557,50% + 1 of ballots received by voters,146,1111,201,20,2015-12-10,0,1312,2017-12-11,2015-11-10,N/A,60% of received ballots,TCP 2015-241,311,Response Rate Not Met,1465,No
781114,,Traffic Calming,0,105,764,68,199,50% + 1 of ballots received by voters,27,395,369,10,2015-12-23,0,764,2017-12-24,2015-11-23,N/A,60% of received ballots,TCP 2015-242,312,Response Rate Not Met,811,No
781115,,Traffic Calming,0,34,83,24,42,50% + 1 of ballots received by voters,5,81,2,5,2015-12-17,0,83,2017-12-18,2015-11-17,N/A,60% of received ballots,TCP 2015-244,314,Response Rate Not Met,105,No
781116,,Traffic Calming,0,23,34,18,18,50% + 1 of ballots received by voters,3,34,0,2,2015-12-12,0,34,2017-12-13,2015-11-12,14,60% of received ballots,TCP 2015-245,316,In Favour,41,Yes
781117,35 Homeview Ave,Front Yard Parking,0,32,62,32,16,25% of ballots received by voters,0,61,1,0,2015-12-23,0,62,2018-12-24,2015-11-23,17,50% + 1 of received ballots,FYP 2015-246,317,In Favour,75,Yes
781118,95 Deloraine Ave,Front Yard Parking,0,42,79,35,19,25% of ballots received by voters,1,75,4,6,2015-12-23,0,79,2018-12-24,2015-11-23,22,50% + 1 of received ballots,FYP 2015-247,318,In Favour,90,Yes
781119,,Traffic Calming,0,108,270,78,117,50% + 1 of ballots received by voters,28,232,38,2,2015-12-25,1,270,2017-12-26,2015-11-25,N/A,60% of received ballots,TCP 2015-249,320,Response Rate Not Met,675,No
781120,191 College St (former Toronto),Boulevard Cafe,0,37,81,1,19,25% of ballots received by voters,35,74,7,1,2015-12-25,0,81,2017-12-26,2015-11-25,20,50% + 1 of received ballots,BCP 2015-250,321,Opposed,103,Yes
781121,,Traffic Calming,0,206,305,103,151,50% + 1 of ballots received by voters,84,300,5,19,2016-02-17,1,305,2018-02-18,2016-01-18,124,60% of received ballots,TCP 2015-251,322,Opposed,372,Yes
781122,,Traffic Calming,0,122,189,96,91,50% + 1 of ballots received by voters,16,180,9,10,2016-02-17,1,189,2018-02-18,2016-01-18,74,60% of received ballots,TCP 2015-252,323,In Favour,226,Yes
781123,,Traffic Calming,0,199,297,84,146,50% + 1 of ballots received by voters,101,290,7,14,2016-02-17,0,297,2018-02-18,2016-01-18,120,60% of received ballots,TCP 2015-253,324,Opposed,347,Yes
781124,,Traffic Calming,0,301,1652,178,722,50% + 1 of ballots received by voters,94,1441,211,29,2016-01-06,0,1652,2018-01-07,2015-12-07,N/A,60% of received ballots,TCP 2015-254,325,Response Rate Not Met,1760,No
781125,,Traffic Calming,0,47,87,34,41,50% + 1 of ballots received by voters,10,79,8,3,2016-01-07,0,87,2018-01-08,2015-12-08,29,60% of received ballots,TCP 2015-255,326,In Favour,95,Yes
781126,1430 Dundas St W,Boulevard Cafe,0,6,82,3,18,25% of ballots received by voters,1,69,13,2,2016-01-06,0,82,2018-01-07,2015-12-07,N/A,50% + 1 of received ballots,BCP 2015-256,327,Response Rate Not Met,102,No
781127,,Permit Parking,0,22,53,9,14,25% of ballots received by voters,13,53,0,0,2016-01-06,3,53,2018-01-07,2015-12-07,12,50% + 1 of received ballots,PPP 2015-257,328,Opposed,66,Yes
781128,,Traffic Calming,0,66,106,37,51,50% + 1 of ballots received by voters,22,99,7,7,2016-02-17,0,106,2018-02-18,2016-01-18,40,60% of received ballots,TCP 2015-258,329,Opposed,129,Yes
781129,9 Blakley Ave,Appeal - Front Yard Parking,0,23,77,22,19,25% of ballots received by voters,0,75,2,1,2016-02-06,0,77,2019-02-07,2016-01-07,13,50% + 1 of received ballots,FYPA 2015-259,330,In Favour,84,Yes
781130,143 Beresford Ave,Front Yard Parking,0,44,87,41,21,25% of ballots received by voters,0,82,5,3,2016-02-06,0,87,2019-02-07,2016-01-07,23,50% + 1 of received ballots,FYP 2015-260,331,In Favour,124,Yes
781131,189 Atlas Ave,Front Yard Parking,0,41,105,38,25,25% of ballots received by voters,2,97,8,1,2016-02-10,0,105,2019-02-11,2016-01-11,22,50% + 1 of received ballots,FYP 2015-261,332,In Favour,117,Yes
781132,39 Randolph Rd,Front Yard Parking,0,11,22,7,6,25% of ballots received by voters,4,22,0,0,2016-02-10,0,22,2019-02-11,2016-01-11,7,50% + 1 of received ballots,FYP 2015-262,333,In Favour,26,Yes
781133,51 Kenwood Ave,Appeal - Front Yard Parking,0,30,81,26,18,25% of ballots received by voters,4,69,12,0,2016-02-11,0,81,2019-02-12,2016-01-12,16,50% + 1 of received ballots,FYPA 2015-263,334,In Favour,101,Yes
781134,15 Chryessa Ave,Appeal - Front Yard Parking,0,33,110,24,27,25% of ballots received by voters,2,106,4,7,2016-02-11,0,110,2019-02-12,2016-01-12,18,50% + 1 of received ballots,FYPA 2015-264,335,In Favour,131,Yes
781135,38 Elmer Ave,Appeal - Front Yard Parking,0,60,141,44,32,25% of ballots received by voters,13,128,13,3,2016-02-11,0,141,2019-02-12,2016-01-12,31,50% + 1 of received ballots,FYPA 2015-265,336,In Favour,181,Yes
781136,407 Northcliffe Blvd,Appeal - Front Yard Parking,0,30,88,27,22,25% of ballots received by voters,2,87,1,1,2016-02-12,1,88,2019-02-13,2016-01-13,16,50% + 1 of received ballots,FYPA 2015-266,337,In Favour,102,Yes
781137,,Permit Parking,0,21,101,10,24,25% of ballots received by voters,11,96,5,0,2016-02-12,0,101,2018-02-13,2016-01-13,N/A,50% + 1 of received ballots,PPP 2015-267,338,Response Rate Not Met,112,No
781138,,Permit Parking,0,48,90,22,23,25% of ballots received by voters,26,90,0,0,2016-02-17,0,90,2018-02-18,2016-01-18,25,50% + 1 of received ballots,PPP 2015-268,339,Opposed,98,Yes
781139,,Permit Parking,0,36,89,13,22,25% of ballots received by voters,23,88,1,0,2016-02-19,0,89,2018-02-20,2016-01-20,19,50% + 1 of received ballots,PPP 2015-272,343,Opposed,99,Yes
781140,136 Roselawn Ave,Front Yard Parking,0,45,84,42,21,25% of ballots received by voters,0,84,0,3,2016-02-18,0,84,2019-02-19,2016-01-19,24,50% + 1 of received ballots,FYP 2016-001,344,In Favour,483,Yes
781141,82 Morningside Ave (former Toronto),Front Yard Parking,0,29,46,28,11,25% of ballots received by voters,1,42,4,0,2016-02-18,0,46,2019-02-19,2016-01-19,16,50% + 1 of received ballots,FYP 2016-002,345,In Favour,55,Yes
781142,179 Castlefield Ave,Appeal - Front Yard Parking,0,39,130,26,31,25% of ballots received by voters,13,124,6,0,2016-02-19,0,130,2019-02-20,2016-01-20,21,50% + 1 of received ballots,FYPA 2016-003,346,In Favour,152,Yes
781143,,Traffic Calming,0,51,87,35,39,50% + 1 of ballots received by voters,14,76,11,2,2016-02-20,0,87,2018-02-21,2016-01-21,31,60% of received ballots,TCP 2016-004,347,In Favour,98,Yes
781144,48 Rowntree Ave,Appeal - Front Yard Parking,0,26,58,22,11,25% of ballots received by voters,1,41,17,3,2016-02-24,0,58,2019-02-25,2016-01-25,14,50% + 1 of received ballots,FYPA 2016-005,348,In Favour,65,Yes
781145,247 Tyrrel Ave,Appeal - Front Yard Parking,0,14,21,13,5,25% of ballots received by voters,0,20,1,1,2016-02-24,0,21,2019-02-25,2016-01-25,8,50% + 1 of received ballots,FYPA 2016-006,349,In Favour,26,Yes
781146,60 Mayfield Ave,Appeal - Front Yard Parking,0,17,26,17,6,25% of ballots received by voters,0,24,2,0,2016-02-18,0,26,2019-02-19,2016-01-19,10,50% + 1 of received ballots,FYPA 2016-007,350,In Favour,28,Yes
781147,24 Humberview Rd,Appeal - Front Yard Parking,0,34,62,25,16,25% of ballots received by voters,7,62,0,2,2016-02-18,0,62,2019-02-19,2016-01-19,18,50% + 1 of received ballots,FYPA 2016-008,351,In Favour,76,Yes
781148,308 Durie St,Front Yard Parking,0,78,140,57,33,25% of ballots received by voters,10,131,9,11,2016-02-17,0,140,2019-02-18,2016-01-18,40,50% + 1 of received ballots,FYP 2016-009,352,In Favour,169,Yes
781149,82 Lawrence Ave W,Appeal - Front Yard Parking,0,34,85,33,20,25% of ballots received by voters,1,79,6,0,2016-02-20,0,85,2019-02-21,2016-01-21,18,50% + 1 of received ballots,FYPA 2016-010,353,In Favour,99,Yes
781150,35 Lawrence Ave W,Appeal - Front Yard Parking,0,18,62,16,15,25% of ballots received by voters,1,60,2,1,2016-02-20,1,62,2019-02-21,2016-01-21,10,50% + 1 of received ballots,FYPA 2016-011,354,In Favour,89,Yes
781151,,Permit Parking,0,25,60,10,14,25% of ballots received by voters,14,56,4,1,2016-02-27,0,60,2018-02-28,2016-01-28,14,50% + 1 of received ballots,PPP 2016-012,355,Opposed,73,Yes
781152,147 Medland St,Front Yard Parking,0,46,117,37,28,25% of ballots received by voters,4,109,8,5,2016-02-27,0,117,2019-02-28,2016-01-28,24,50% + 1 of received ballots,FYP 2016-013,356,In Favour,164,Yes
781153,81 Pine Crest Rd,Front Yard Parking,0,66,125,45,27,25% of ballots received by voters,18,106,19,3,2016-03-02,0,125,2019-03-03,2016-02-01,34,50% + 1 of received ballots,FYP 2016-014,357,In Favour,148,Yes
781154,311 Melrose Ave,Front Yard Parking,0,40,109,35,27,25% of ballots received by voters,0,105,4,5,2016-02-27,0,109,2019-02-28,2016-01-28,21,50% + 1 of received ballots,FYP 2016-015,358,In Favour,137,Yes
781155,473 Woburn Ave,Appeal - Front Yard Parking,0,45,77,40,20,25% of ballots received by voters,2,77,0,3,2016-02-27,0,77,2019-02-28,2016-01-28,24,50% + 1 of received ballots,FYPA 2016-016,359,In Favour,90,Yes
781156,,Traffic Calming,0,60,130,49,64,50% + 1 of ballots received by voters,9,126,4,2,2016-03-09,1,130,2018-03-10,2016-02-08,N/A,60% of received ballots,TCP 2016-017,360,Response Rate Not Met,167,No
781157,590 Pape Ave,Boulevard Cafe,0,55,114,36,28,25% of ballots received by voters,17,109,5,2,2016-03-12,1,114,2018-03-13,2016-02-11,29,50% + 1 of received ballots,BCP 2016-018,361,In Favour,136,Yes
781158,113 Melrose Ave,Appeal - Front Yard Parking,0,66,131,38,30,25% of ballots received by voters,20,120,11,8,2016-03-12,0,131,2019-03-13,2016-02-11,34,50% + 1 of received ballots,FYPA 2016-019,362,In Favour,142,Yes
781159,52 Lawrence Ave W,Appeal - Front Yard Parking,0,18,53,17,12,25% of ballots received by voters,1,45,8,0,2016-03-12,1,53,2019-03-13,2016-02-11,10,50% + 1 of received ballots,FYPA 2016-020,363,In Favour,61,Yes
781160,22 Hambly Ave,Appeal - Front Yard Parking,0,48,136,25,33,25% of ballots received by voters,21,132,4,2,2016-03-17,0,136,2019-03-18,2016-02-16,25,50% + 1 of received ballots,FYPA 2016-021,364,In Favour,170,Yes
781161,423 Glenholme Ave,Appeal - Front Yard Parking,0,28,61,18,15,25% of ballots received by voters,7,60,1,3,2016-03-17,0,61,2019-03-18,2016-02-16,15,50% + 1 of received ballots,FYPA 2016-022,365,In Favour,75,Yes
781162,104 Hilton Ave,Appeal - Front Yard Parking,0,44,108,26,26,25% of ballots received by voters,14,104,4,4,2016-03-18,1,108,2019-03-19,2016-02-17,23,50% + 1 of received ballots,FYPA 2016-023,366,In Favour,130,Yes
781163,27 Royal St,Appeal - Front Yard Parking,0,39,116,32,29,25% of ballots received by voters,3,114,2,4,2016-03-17,0,116,2019-03-18,2016-02-16,21,50% + 1 of received ballots,FYPA 2016-024,367,In Favour,144,Yes
781164,41 Raymond Ave,Front Yard Parking,0,55,79,44,20,25% of ballots received by voters,2,78,1,9,2016-03-23,0,79,2019-03-24,2016-02-22,29,50% + 1 of received ballots,FYP 2016-025,368,In Favour,89,Yes
781165,,Permit Parking,0,9,23,0,4,25% of ballots received by voters,9,14,9,0,2016-03-18,1,23,2018-03-19,2016-02-17,6,50% + 1 of received ballots,PPP 2016-026,369,Opposed,27,Yes
781166,,Permit Parking,0,66,150,36,35,25% of ballots received by voters,16,137,13,14,2016-03-18,0,150,2018-03-19,2016-02-17,34,50% + 1 of received ballots,PPP 2016-027,370,In Favour,182,Yes
781167,,Traffic Calming,0,53,138,36,68,50% + 1 of ballots received by voters,12,133,5,5,2016-03-19,0,138,2018-03-20,2016-02-18,N/A,60% of received ballots,TCP 2016-028,371,Response Rate Not Met,174,No
781168,9 Maple Bush Ave,Appeal - Front Yard Parking,0,28,69,21,17,25% of ballots received by voters,3,67,2,4,2016-03-23,0,69,2019-03-24,2016-02-22,15,50% + 1 of received ballots,FYPA 2016-029,372,In Favour,88,Yes
781169,,Permit Parking,0,258,1847,133,407,25% of ballots received by voters,79,1628,219,46,2016-04-06,0,1847,2018-04-07,2016-03-07,N/A,50% + 1 of received ballots,PPP 2016-030,373,Response Rate Not Met,2647,No
781170,,Traffic Calming,0,46,143,17,71,50% + 1 of ballots received by voters,25,140,3,4,2016-03-30,0,143,2018-03-31,2016-02-29,N/A,60% of received ballots,TCP 2016-031,374,Response Rate Not Met,193,No
781171,,Traffic Calming,0,130,495,66,225,50% + 1 of ballots received by voters,38,447,48,26,2016-04-02,1,495,2018-04-03,2016-03-03,N/A,60% of received ballots,TCP 2016-032,375,Response Rate Not Met,616,No
781172,3 Millerson Ave,Front Yard Parking,0,15,23,14,5,25% of ballots received by voters,0,17,6,1,2016-03-23,0,23,2019-03-24,2016-02-22,9,50% + 1 of received ballots,FYP 2016-033,376,In Favour,34,Yes
781173,,Traffic Calming,0,971,2424,536,1038,50% + 1 of ballots received by voters,382,2073,351,53,2016-04-01,3,2424,2018-04-02,2016-03-02,N/A,60% of received ballots,TCP 2016-034,377,Response Rate Not Met,2550,No
781174,177 Westmount Ave,Front Yard Parking,0,87,159,81,36,25% of ballots received by voters,1,144,15,5,2016-04-08,0,159,2019-04-09,2016-03-09,45,50% + 1 of received ballots,FYP 2016-035,378,In Favour,203,Yes
781175,165 Dynevor Rd,Commercial Boulevard Parking,0,6,45,1,10,25% of ballots received by voters,3,40,5,2,2016-06-18,0,45,2018-06-19,2016-05-19,N/A,50% + 1 of received ballots,CBP 2016-036,379,Response Rate Not Met,96,No
781176,1372 St Clair Ave W,Commercial Boulevard Parking,0,1,46,0,11,25% of ballots received by voters,0,42,4,1,2016-04-08,0,46,2018-04-09,2016-03-09,N/A,50% + 1 of received ballots,CBP 2016-037,380,Response Rate Not Met,82,No
781177,7 Ronald Ave,Front Yard Parking,0,49,82,43,21,25% of ballots received by voters,2,82,0,4,2016-04-07,5,82,2019-04-08,2016-03-08,26,50% + 1 of received ballots,FYP 2016-038,381,In Favour,99,Yes
781178,101 Ronan Ave,Front Yard Parking,0,46,73,39,18,25% of ballots received by voters,5,72,1,2,2016-04-07,0,73,2019-04-08,2016-03-08,24,50% + 1 of received ballots,FYP 2016-039,382,In Favour,95,Yes
781179,2199 Bloor St W,Boulevard Cafe,0,10,51,3,11,25% of ballots received by voters,5,42,9,2,2016-04-06,0,51,2018-04-07,2016-03-07,N/A,50% + 1 of received ballots,BCP 2016-040,383,Response Rate Not Met,64,No
781180,361 Hillsdale Ave E,Appeal - Front Yard Parking,0,53,117,27,27,25% of ballots received by voters,25,108,9,1,2016-04-09,0,117,2019-04-10,2016-03-10,28,50% + 1 of received ballots,FYPA 2016-041,384,Opposed,138,Yes
781181,1417 Danforth Ave,Boulevard Cafe,0,57,99,37,22,25% of ballots received by voters,15,87,12,5,2016-04-16,0,99,2018-04-17,2016-03-17,30,50% + 1 of received ballots,BCP 2016-042,385,In Favour,120,Yes
781182,336 Gilbert Ave,Appeal - Front Yard Parking,0,48,115,32,28,25% of ballots received by voters,11,109,6,5,2016-04-22,7,115,2019-04-23,2016-03-23,25,50% + 1 of received ballots,FYPA 2016-043,386,In Favour,151,Yes
781183,32 Elmer Ave,Appeal - Front Yard Parking,0,49,145,27,33,25% of ballots received by voters,18,130,15,4,2016-04-16,0,145,2019-04-17,2016-03-17,26,50% + 1 of received ballots,FYPA 2016-044,387,In Favour,178,Yes
781184,61 Edith Dr,Front Yard Parking,0,30,68,25,16,25% of ballots received by voters,3,62,6,2,2016-04-20,0,68,2019-04-21,2016-03-21,16,50% + 1 of received ballots,FYP 2016-045,388,In Favour,85,Yes
781185,1560 Queen St E,Boulevard Cafe,0,24,129,14,31,25% of ballots received by voters,5,123,6,5,2016-04-23,0,129,2018-04-24,2016-03-24,N/A,50% + 1 of received ballots,BCP 2016-046,396,Response Rate Not Met,144,No
781186,,Traffic Calming,0,55,116,46,57,50% + 1 of ballots received by voters,2,112,4,7,2016-04-28,0,116,2018-04-29,2016-03-29,N/A,60% of received ballots,TCP 2016-047,397,Response Rate Not Met,133,No
781187,320 Brookdale Ave,Appeal - Front Yard Parking,0,34,58,6,14,25% of ballots received by voters,26,55,3,2,2016-05-05,0,58,2019-05-06,2016-04-05,18,50% + 1 of received ballots,FYPA 2016-048,398,Opposed,68,Yes
781188,158 Colbeck St,Front Yard Parking,0,14,28,14,7,25% of ballots received by voters,0,28,0,0,2016-05-05,0,28,2019-05-06,2016-04-05,8,50% + 1 of received ballots,FYP 2016-049,399,In Favour,33,Yes
781189,1363 Lansdowne Ave,Appeal - Front Yard Parking,0,99,253,87,58,25% of ballots received by voters,2,229,24,10,2016-05-18,0,253,2019-05-19,2016-04-18,51,50% + 1 of received ballots,FYPA 2016-050,400,In Favour,331,Yes
781190,201 Rosemount Ave (former Toronto),Appeal - Front Yard Parking,0,64,151,53,38,25% of ballots received by voters,9,150,1,2,2016-05-13,4,151,2019-05-14,2016-04-13,33,50% + 1 of received ballots,FYPA 2016-051,401,In Favour,194,Yes
781191,409 College St (former Toronto),Boulevard Cafe,0,15,95,6,21,25% of ballots received by voters,3,82,13,6,2016-06-30,0,95,2018-07-01,2016-05-31,N/A,50% + 1 of received ballots,BCP 2016-054,405,Response Rate Not Met,109,No
781192,,Traffic Calming – Island,0,18,63,16,27,50% + 1 of ballots received by voters,2,51,12,0,2016-05-18,0,63,2018-05-19,2016-04-18,N/A,60% of received ballots,TCIP 2016-055,406,Response Rate Not Met,80,No
781193,189 Deloraine Ave,Front Yard Parking,0,46,83,34,20,25% of ballots received by voters,6,78,5,6,2016-05-18,0,83,2019-05-19,2016-04-18,24,50% + 1 of received ballots,FYP 2016-056,407,In Favour,92,Yes
781194,6 Four Oaks Gt,Appeal - Front Yard Parking,0,23,37,8,10,25% of ballots received by voters,15,37,0,0,2016-05-13,0,37,2019-05-14,2016-04-13,13,50% + 1 of received ballots,FYPA 2016-057,408,Opposed,38,Yes
781195,103 Caledonia Rd,Appeal - Front Yard Parking,0,39,138,23,33,25% of ballots received by voters,10,132,6,6,2016-05-25,0,138,2019-05-26,2016-04-25,21,50% + 1 of received ballots,FYPA 2016-058,409,In Favour,169,Yes
781196,155 Hannaford St,Appeal - Front Yard Parking,0,48,80,12,20,25% of ballots received by voters,31,77,3,5,2016-05-14,1,80,2019-05-15,2016-04-14,25,50% + 1 of received ballots,FYPA 2016-059,410,Opposed,89,Yes
781197,10 Elmer Ave,Appeal - Front Yard Parking,0,36,85,24,21,25% of ballots received by voters,10,84,1,2,2016-05-20,3,85,2019-05-21,2016-04-20,19,50% + 1 of received ballots,FYPA 2016-060,411,In Favour,110,Yes
781198,664 Windermere Ave,Front Yard Parking,0,54,86,46,22,25% of ballots received by voters,4,86,0,4,2016-05-20,0,86,2019-05-21,2016-04-20,28,50% + 1 of received ballots,FYP 2016-061,412,In Favour,107,Yes
781199,68 Lavinia Ave,Front Yard Parking,0,63,96,54,24,25% of ballots received by voters,2,96,0,7,2016-05-26,0,96,2019-05-27,2016-04-26,33,50% + 1 of received ballots,FYP 2016-062,413,In Favour,196,Yes
781200,1044 Gerrard St E,Boulevard Cafe,0,37,131,17,32,25% of ballots received by voters,19,128,3,1,2016-05-27,0,131,2018-05-28,2016-04-27,20,50% + 1 of received ballots,BCP 2016-063,414,Opposed,145,Yes
781201,349 Runnymede Rd,Appeal - Front Yard Parking,0,16,66,11,16,25% of ballots received by voters,4,64,2,1,2016-05-21,0,66,2019-05-22,2016-04-21,9,50% + 1 of received ballots,FYPA 2016-064,415,In Favour,80,Yes
781202,504 Adelaide St W,Boulevard Cafe,0,14,104,12,24,25% of ballots received by voters,0,95,9,2,2016-05-25,0,104,2018-05-26,2016-04-25,N/A,50% + 1 of received ballots,BCP 2016-065,416,Response Rate Not Met,126,No
781203,2018 Queen St E,Boulevard Cafe,0,27,76,8,19,25% of ballots received by voters,19,76,0,0,2016-05-28,0,76,2018-05-29,2016-04-28,15,50% + 1 of received ballots,BCP 2016-066,417,Opposed,103,Yes
781204,131 Avenue Rd,Boulevard Cafe,0,12,44,9,10,25% of ballots received by voters,1,37,7,2,2016-05-26,0,44,2018-05-27,2016-04-26,7,50% + 1 of received ballots,BCP 2016-067,418,In Favour,48,Yes
781205,,Proposed Business Improvement Area,0,8,29,6,8,30% of ballots received by voters or 100,2,24,5,0,2016-07-12,10,29,2018-07-13,2016-05-13,4,50% of received ballots,PBIA 2016-068,420,In Favour,12509,Yes
781206,317 Armadale Ave,Front Yard Parking,0,36,61,25,16,25% of ballots received by voters,5,61,0,6,2016-05-27,0,61,2019-05-28,2016-04-27,19,50% + 1 of received ballots,FYP 2016-069,421,In Favour,81,Yes
781207,31 Methuen Ave,Front Yard Parking,0,60,126,52,31,25% of ballots received by voters,4,124,2,4,2016-05-27,0,126,2019-05-28,2016-04-27,31,50% + 1 of received ballots,FYP 2016-070,422,In Favour,157,Yes
781208,244 Dunraven Dr,Appeal - Front Yard Parking,0,29,98,21,23,25% of ballots received by voters,8,91,7,0,2016-05-28,0,98,2019-05-29,2016-04-28,16,50% + 1 of received ballots,FYPA 2016-071,423,In Favour,120,Yes
